baseline,producers,workers,latency_ns,wall_time_ns,avg_IOs,data_IO_time_ns,hit_ratio,index_time_ns,cache_time_ns
FALCON,1,64,4751954.620381,55748017600,999986,1630732089740,0.000013,16055696384,1634661787098
FALCON,2,64,6602826.987489,33314456144,951579,1271888584609,0.043199,25134450752,1274301744571
FALCON,4,64,13017475.430093,27265062501,893621,1561692513390,0.095360,27365204928,1564100269840
FALCON,8,64,17864264.467083,17973245452,789897,1138789189409,0.189505,30743902656,1140284957538
FALCON,16,64,21166007.416104,10642025435,665908,675498299271,0.304074,32063893376,676645732071
FALCON,32,64,22006002.266189,5516638557,548522,349905043828,0.414375,30340258880,350681714859
FALCON,64,64,39480783.292189,4964964295,464471,314535962958,0.494862,50986601088,315255398519
FALCON,128,64,70508712.751199,4658912224,418325,290093578797,0.541115,183123752832,290748897966
FALCON,1,128,6473401.131621,65704932857,1000000,3388006006836,0.000000,32058005632,3391158408079
FALCON,2,128,8056645.399932,36456455654,1000000,2463383410022,0.000000,43564476416,2466425910604
FALCON,4,128,15336914.995729,32086041161,978463,2967821974027,0.019205,26755104128,2969289405314
FALCON,8,128,23698386.850814,23999948537,905406,2828906919880,0.084555,49213075200,2831205110859
FALCON,16,128,32356823.687299,16412567082,781269,2015749861773,0.197527,109680029056,2017527467965
FALCON,32,128,38963911.029190,9731476886,661238,1239489955427,0.308368,62826137984,1240552207939
FALCON,64,128,47459838.306869,5990655541,548020,760355679368,0.415006,115517703936,761133231090
FALCON,128,128,61737630.210076,4008301870,480754,509942760978,0.479175,129562747008,510488735707
FALCON,1,1,5767462.839037,49511401916,445322,48226988530,0.514716,330898865,48470975789
FALCON,2,1,5163497.708514,23414711609,410283,22346934240,0.549272,342768538,22531938098
FALCON,4,1,6574856.184035,16350428866,380101,15256595659,0.581506,431585114,15431527338
FALCON,8,1,7181580.045021,9143046008,358342,7931708224,0.608707,317398970,8086075405
FALCON,16,1,9955824.181149,6346839307,346108,4858610554,0.625224,357348555,5025045437
FALCON,32,1,11999335.478963,3798737391,335882,2191980379,0.638712,332973105,2373953728
FALCON,64,1,27496813.310332,4032097643,326876,2263885849,0.649591,421006495,2442870489
FALCON,128,1,67554759.061539,4458228986,317686,2276482552,0.658847,417072414,2461379291
FALCON,1,2,1553798.960358,13574885850,496014,22491838000,0.464753,252420310,22733059094
FALCON,2,2,1331898.436504,5822023949,460267,10493707371,0.498887,295585760,10694643687
FALCON,4,2,4650338.139005,9909660412,409097,18560080737,0.550442,734941148,18754938783
FALCON,8,2,8272600.824562,8753972703,380794,16537782169,0.580752,1079960318,16711531809
FALCON,16,2,8105367.985649,4682429706,360042,8243158606,0.606556,1036931308,8420758264
FALCON,32,2,11807799.598222,3080448737,345115,5012021194,0.626508,1043114514,5206725672
FALCON,64,2,18361957.946785,2403222280,336110,3539369161,0.638361,1140380958,3734863700
FALCON,128,2,36193848.439598,2307513987,328808,3228062732,0.647307,997721888,3427880661
FALCON,1,4,5133243.765393,44385564313,581637,137890588430,0.383274,1184985848,138442785527
FALCON,2,4,6725952.076842,26995399962,549209,104840496405,0.413451,1455161684,105363401781
FALCON,4,4,6355785.007627,12847760176,464247,50268000984,0.494944,1460148992,50553607372
FALCON,8,4,6151292.590310,6345421283,411922,24367966244,0.547475,2270993580,24578869674
FALCON,16,4,9215987.170907,4874661603,381561,18504335850,0.580152,3067406988,18707981538
FALCON,32,4,10592821.290794,2907856031,361492,10610181261,0.604576,2977565892,10810560924
FALCON,64,4,15019169.755016,1933778277,347441,6655685540,0.623567,3558584832,6864219815
FALCON,128,4,25595233.597496,1711769691,338635,5535578322,0.635426,10189530360,5753135519
FALCON,1,8,5070444.714960,42619590534,698268,230357603413,0.274300,1830394160,231402893291
FALCON,2,8,7612934.120546,31869045884,623872,210593783426,0.343640,4179202104,211529880100
FALCON,4,8,3037613.846232,6323975075,552182,49123512013,0.410794,2676015880,49389707155
FALCON,8,8,8589421.385109,8753257898,462341,68093609889,0.497454,5180169352,68436813332
FALCON,16,8,9130518.296932,4780444518,413914,37166544530,0.545591,5366921312,37409044341
FALCON,32,8,11717888.577788,3052535163,381307,23461277629,0.580288,5274191440,23679991599
FALCON,64,8,18896496.380923,2498660175,362227,18920939614,0.603805,10641664472,19150591080
FALCON,128,8,27734429.128929,1836082966,349046,13286101591,0.621202,21952131512,13536306222
FALCON,1,16,5515449.851679,49299739506,836231,481334734274,0.147451,5917728432,483123471633
FALCON,2,16,6869002.975310,29219999105,756178,369910840455,0.220802,6425931760,371320038435
FALCON,4,16,7181646.828808,14935619003,656236,223316587779,0.313446,7056107792,224157512107
FALCON,8,16,8931161.770821,9093938053,553561,142646348815,0.409561,8350068240,143304259841
FALCON,16,16,8476218.444017,4319332208,465402,67853104574,0.493974,6804842592,68192641049
FALCON,32,16,10829151.876806,2749151938,411611,42969671358,0.547451,6129750160,43210326957
FALCON,64,16,17808799.851938,2264803448,380849,35190014662,0.580684,8547000064,35435669757
FALCON,128,16,34858634.159245,2258956973,362794,34509545981,0.603219,40110569824,34841673593
FALCON,1,32,4962434.971010,48850202137,941449,899556150241,0.052323,8539336032,901569683518
FALCON,2,32,9171706.016740,38624730071,890973,1093352912905,0.097842,13724167040,1096325801275
FALCON,4,32,12612127.846702,25539305189,787895,806160697814,0.191354,15627882144,807606670952
FALCON,8,32,15205869.587358,15296847130,664353,485065880698,0.305448,15888239008,486262283643
FALCON,16,32,19693609.704790,9843860108,549840,311925621866,0.413047,15209359200,312927054903
FALCON,32,32,22726520.636543,5698344394,463521,179932177571,0.495986,15345967744,180663567517
FALCON,64,32,29020951.151477,3642529944,411150,114613625783,0.548005,16272524896,115142706595
FALCON,128,32,37998339.075036,2427524747,381114,75279675985,0.580689,53326441184,75725630278
FALCON,1,64,4742792.982336,57827385264,999995,1672058703058,0.000005,18562883968,1676003295031
FALCON,2,64,7064253.321458,35572177523,949235,1382727182788,0.045345,28965103296,1385922771907
FALCON,4,64,12844914.772461,26944788009,899881,1548927795132,0.089786,26952018240,1551546720279
FALCON,8,64,17714584.543133,17837938566,789647,1129307646907,0.189769,30945715648,1130784949461
FALCON,16,64,20344332.984034,10188343646,665140,647819630063,0.304619,30342161920,648957336090
FALCON,32,64,25848391.148448,6462204749,549483,410772744495,0.413288,26404768384,411567059488
FALCON,64,64,33581778.368004,4230437270,463315,268348922416,0.496254,52068362496,268965114201
FALCON,128,64,48969272.958800,3170345867,415748,199775780826,0.544140,195386447168,200324511164
FALCON,1,128,3787159.000858,42926042419,1000000,1677825842230,0.000000,24880980736,1679995541678
FALCON,2,128,9029185.953512,40129119695,1000000,2756981293479,0.000000,36130711552,2759937320242
FALCON,4,128,19114427.728070,40139755433,976660,3692589875606,0.020781,51502661376,3697547592616
FALCON,8,128,30405119.085285,30600023708,901077,3607319675518,0.088431,49020279296,3609873472714
FALCON,16,128,44028909.066871,21985107015,787195,2785599947162,0.191958,61241198720,2787406553364
FALCON,32,128,54839125.169501,13692115343,657973,1741357523232,0.311492,75277051392,1742654928702
FALCON,64,128,66389141.146086,8313801495,545682,1057577146077,0.417156,90098535936,1058501234350
FALCON,128,128,87957637.144933,5698293177,477566,723992572567,0.482157,227533712256,724789839417
FALCON,1,1,5517881.100777,46939630837,434608,44714219805,0.525197,421582793,45049915113
FALCON,2,1,5359309.292293,22984159681,410377,21971187561,0.548673,313281239,22168045757
FALCON,4,1,1748900.015340,4405790417,371892,3366448523,0.591496,160386697,3518109273
FALCON,8,1,7583446.084478,9616053096,358432,8309242712,0.608532,395367440,8475578032
FALCON,16,1,9761383.819576,6209564391,345677,4593248052,0.625905,371991769,4759822028
FALCON,32,1,15211047.636856,4898853062,336987,3251295410,0.637520,391816741,3430224763
FALCON,64,1,27204941.602365,4191943223,327885,2431606016,0.648380,404513700,2609420020
FALCON,128,1,65818785.413248,4421797215,317673,2278544997,0.658722,436843521,2462340664
FALCON,1,2,1201153.155166,10538286684,495644,17143579168,0.465083,223322504,17365566041
FALCON,2,2,1335521.170065,5843231622,459840,10535070465,0.499412,280119492,10727164021
FALCON,4,2,4507105.776029,9470982958,411105,18050197487,0.548097,658450074,18234412210
FALCON,8,2,8233104.035168,8824613722,380872,16618643895,0.580829,1109040504,16796970018
FALCON,16,2,6617866.159674,3771226006,359026,6449382590,0.607940,900606972,6626390341
FALCON,32,2,11548280.085719,3030152671,345172,4974188271,0.626325,1031991068,5155860188
FALCON,64,2,18615992.723001,2429797882,335879,3581327209,0.638647,1153904930,3773413286
FALCON,128,2,34005702.523100,2336369061,329337,3128272789,0.646694,1520950506,3327095311
FALCON,1,4,4966058.938582,42610359512,581478,126150218922,0.383382,1385251572,126923905241
FALCON,2,4,1487001.629012,6152233149,548907,23666860940,0.413713,571733480,23888719460
FALCON,4,4,6395946.380506,12954627593,462764,50634404861,0.496802,1806099736,50906758442
FALCON,8,4,6012993.567952,6228385733,412143,23899058761,0.547485,2284205072,24102292589
FALCON,16,4,9194375.572194,4915591423,381808,18659459338,0.579785,2911765468,18855713366
FALCON,32,4,10361092.845359,2852494739,361550,10424779632,0.604479,2933046052,10619921948
FALCON,64,4,15203902.180235,1964974323,347419,6807583232,0.623517,3414561740,7007919044
FALCON,128,4,33538905.695593,2144756367,338088,7159647187,0.635933,6908764160,7381202459
FALCON,1,8,5266560.732725,45396028847,704745,241873585184,0.268358,2712772680,243004434280
FALCON,2,8,6644975.135568,27927707289,642870,192982528160,0.325738,3976161256,193854178746
FALCON,4,8,6691600.620757,13612063943,548544,105694075203,0.414369,3711774840,106200917058
FALCON,8,8,6751464.291135,6918081893,465494,54064725993,0.494158,4754898336,54363468041
FALCON,16,8,9354602.976884,4870893288,413792,37889248115,0.545517,6315952680,38123704150
FALCON,32,8,11895739.843536,3105391501,381184,23867091021,0.580383,5282264760,24089531917
FALCON,64,8,17990833.314777,2341800594,361635,17598776932,0.604607,8251772576,17830943427
FALCON,128,8,28285097.617170,1864599892,348794,13510135951,0.621598,18669731096,13759597321
FALCON,1,16,5376899.394427,47234124075,831415,461234990111,0.151818,3582313936,463158776918
FALCON,2,16,6807805.293837,29256197615,744021,353410461292,0.232163,8146867696,354759765871
FALCON,4,16,6450428.425378,13203788014,664004,204865443911,0.305755,7046712544,205821141998
FALCON,8,16,10770574.476295,10921460575,550521,172344280631,0.412477,8600972080,173076076148
FALCON,16,16,12898958.195843,6526593358,465042,102854111627,0.494423,8200818832,103321013635
FALCON,32,16,13129878.472535,3312750104,411262,51974334287,0.547797,6474686912,52230091883
FALCON,64,16,22465933.879011,2852342099,380757,44355028741,0.580962,10816016368,44659651384
FALCON,128,16,35848185.318243,2306849774,362403,35493023450,0.603544,25933955536,35807627855
FALCON,1,32,5750381.063692,56040463934,941704,1084485184684,0.052079,9244733728,1087789538656
FALCON,2,32,8308756.149494,35460833928,891863,989359022731,0.096957,13306297888,991623187200
FALCON,4,32,12978469.650205,26283822242,788965,829758302299,0.190354,17365527104,831307560593
FALCON,8,32,16445576.320710,16486984146,664429,523805964417,0.305349,15117082656,524900181183
FALCON,16,32,19228968.103293,9642136174,549855,305333535595,0.413082,16766097024,306319845039
FALCON,32,32,19935447.546466,5002576495,463585,158142414262,0.495827,14153723584,158713012963
FALCON,64,32,29010643.116285,3648802091,411304,114787087829,0.547788,17318672512,115287717366
FALCON,128,32,40847003.916999,2602108901,381284,80911860692,0.580294,41244104896,81371473265
FALCON,1,64,4912256.135826,59207436785,999971,1783219700645,0.000022,16414595520,1787270146619
FALCON,2,64,8846860.188705,44311995723,951144,1765835887743,0.043706,27619973056,1768960448917
FALCON,4,64,13585918.539395,28408035224,897421,1633363409841,0.091951,28206981696,1636040241710
FALCON,8,64,17091003.581773,17193579966,789726,1087618058221,0.189598,29092583232,1089104494786
FALCON,16,64,20361275.178374,10187147801,664861,648171421214,0.305025,27732338304,649229370224
FALCON,32,64,25308567.837234,6341224242,549641,402649584176,0.413352,29073493760,403464297446
FALCON,64,64,32830991.878066,4121041292,463543,260972678459,0.495965,36738828160,261604029885
FALCON,128,64,47707824.479758,3073931845,415198,194047347710,0.544288,180295069184,194613331179
FALCON,1,128,3903377.750709,43673500459,1000000,1729082326533,0.000000,24880258432,1731548276919
FALCON,2,128,9891127.094119,43327085358,1000000,3003234142220,0.000000,37197959680,3005359965786
FALCON,4,128,19090791.794829,39733048037,976083,3662224931002,0.021267,37053106816,3664644512222
FALCON,8,128,32043505.567962,32226519018,900965,3816721446606,0.088682,48484390784,3819376986240
FALCON,16,128,42551781.570900,21264522328,785883,2691330863605,0.193038,62440448000,2693131376370
FALCON,32,128,55013860.908813,13714732167,662183,1746904948174,0.307529,64336227968,1748117302831
FALCON,64,128,66999953.380494,8415051597,545462,1068858639236,0.417220,146113943808,1069868011671
FALCON,128,128,86419106.488912,5596694438,475980,710549400723,0.483886,354311377536,711340547445
